,cik,year
17433,1498710.0,2012
17434,1498710.0,2013
17435,49279.0,2010
17436,49279.0,2011
17437,49279.0,2012
17438,49279.0,2013
17439,1272830.0,2008
17440,1272830.0,2009
17441,1272830.0,2010
17442,1272830.0,2011
17443,1272830.0,2012
17444,1272830.0,2013
17452,1434729.0,2010
17453,1434729.0,2011
17454,1434729.0,2012
17455,1434729.0,2013
17458,1297989.0,2009
17459,1297989.0,2010
17460,1297989.0,2011
17461,1297989.0,2012
17462,1297989.0,2013
17464,1109242.0,2009
17465,1109242.0,2010
17466,1109242.0,2011
17467,1109242.0,2012
17468,1109242.0,2013
17476,1168478.0,2008
17477,1168478.0,2009
17479,1377013.0,2008
17480,1377013.0,2009
17481,1377013.0,2010
17482,1377013.0,2011
17483,1377013.0,2012
17484,1377013.0,2013
17485,1564902.0,2013
17487,1627912.0,2013
17488,59558.0,2008
17489,59558.0,2009
17490,59558.0,2010
17491,59558.0,2011
17492,59558.0,2012
17493,59558.0,2013
17499,1475922.0,2011
17500,1475922.0,2012
17501,1475922.0,2013
17519,814020.0,2011
17520,814020.0,2012
17521,814020.0,2013
17524,1446389.0,2011
17525,1446389.0,2012
17526,1446389.0,2013
17537,1173382.0,2011
17538,1173382.0,2012
17539,1173382.0,2013
17547,800954.0,2013
17549,98573.0,2012
17550,98573.0,2013
17551,1081862.0,2010
17552,1081862.0,2011
17553,1081862.0,2012
17554,1081862.0,2013
17556,1750459.0,2010
17557,1750459.0,2011
17558,1750459.0,2012
17559,1750459.0,2013
17581,1476708.0,2010
17582,1476708.0,2011
17583,1476708.0,2012
17584,1476708.0,2013
17597,98715.0,2010
17599,98715.0,2012
17607,1260496.0,2010
17608,1260496.0,2011
17609,1260496.0,2012
17610,1260496.0,2013
17621,926171.0,2011
17622,926171.0,2012
17623,926171.0,2013
17624,1602397.0,2010
17625,1602397.0,2011
17626,1602397.0,2012
17627,1602397.0,2013
17630,1107776.0,2012
17631,1107776.0,2013
17636,1073293.0,2011
17637,1073293.0,2012
17638,1073293.0,2013
17645,1628558.0,2012
17646,1628558.0,2013
17651,882617.0,2012
17652,882617.0,2013
17656,1126874.0,2010
17657,1126874.0,2011
17658,1126874.0,2012
17659,1126874.0,2013
17674,1306650.0,2012
17675,1306650.0,2013
17680,863791.0,2011
17690,851346.0,2011
17691,851346.0,2012
17692,851346.0,2013
17702,1433913.0,2011
17703,1433913.0,2012
17704,1433913.0,2013
17705,1446694.0,2013
17709,919278.0,2011
17710,919278.0,2012
17711,919278.0,2013
17725,915754.0,2011
17726,915754.0,2012
17727,915754.0,2013
17747,1438250.0,2012
17773,1451284.0,2013
17780,1625914.0,2011
17781,1625914.0,2012
17782,1625914.0,2013
17783,1445155.0,2012
17784,1445155.0,2013
17792,937637.0,2013
17798,1420798.0,2010
17804,1036627.0,2013
17812,1163734.0,2011
17813,1163734.0,2012
17814,1163734.0,2013
17816,1451291.0,2011
17817,1451291.0,2012
17818,1451291.0,2013
17827,920822.0,2009
17828,920822.0,2010
17829,920822.0,2011
17830,920822.0,2012
17831,920822.0,2013
17832,1385535.0,2011
17833,1385535.0,2012
17834,1385535.0,2013
17837,1756672.0,2013
17841,1433087.0,2012
17842,1433087.0,2013
17848,1453648.0,2012
17849,1453648.0,2013
17859,1446390.0,2013
17861,315043.0,2011
17862,315043.0,2012
17863,315043.0,2013
17865,926042.0,2013
17868,1445464.0,2012
17869,1445464.0,2013
17895,1569444.0,2012
17896,1569444.0,2013
17951,1706285.0,2011
17963,1555504.0,2013
17976,1212233.0,2012
17977,1212233.0,2013
17994,1538510.0,2011
17995,1538510.0,2012
17996,1538510.0,2013
18008,1437143.0,2012
18016,1624573.0,2013
18025,877365.0,2010
18026,877365.0,2011
18027,877365.0,2012
18028,877365.0,2013
18049,801153.0,2011
18050,801153.0,2012
18060,1533473.0,2012
18061,1533473.0,2013
18066,810038.0,2012
18067,810038.0,2013
18079,1243448.0,2011
18080,1243448.0,2012
18081,1243448.0,2013
18088,1042347.0,2011
18089,1042347.0,2012
18090,1042347.0,2013
18132,1030298.0,2011
18133,1030298.0,2012
18134,1030298.0,2013
18137,1088166.0,2013
18148,899611.0,2011
18165,1653063.0,2012
18166,1653063.0,2013
18171,901594.0,2011
18172,901594.0,2012
18174,910237.0,2011
18175,910237.0,2012
18176,910237.0,2013
18178,1588823.0,2010
18180,1588823.0,2012
18181,1588823.0,2013
18182,1450275.0,2010
18188,1802443.0,2011
18196,879329.0,2010
18198,842610.0,2010
18204,1167636.0,2009
18205,1167636.0,2010
18206,1167636.0,2011
18207,1167636.0,2012
18210,1437734.0,2013
18212,1412531.0,2010
18213,1412531.0,2011
18214,1412531.0,2012
18215,1412531.0,2013
18217,1488681.0,2012
18218,1488681.0,2013
18220,1718420.0,2011
18221,1718420.0,2012
18222,1718420.0,2013
18225,1556394.0,2012
18226,1556394.0,2013
18241,1325378.0,2013
18243,1453777.0,2013
18250,1334388.0,2011
18251,1334388.0,2012
18252,1334388.0,2013
18254,1308653.0,2010
18255,1308653.0,2011
18256,1308653.0,2012
18257,1308653.0,2013
18266,1512090.0,2011
18267,1512090.0,2012
18268,1512090.0,2013
18274,1302497.0,2011
18281,1173420.0,2010
18282,1173420.0,2011
18283,1173420.0,2012
18284,1173420.0,2013
18286,810922.0,2011
18287,810922.0,2012
18290,1125540.0,2011
18298,1092289.0,2010
18299,1092289.0,2011
18301,1092289.0,2013
18304,1340677.0,2012
18305,1340677.0,2013
18307,878518.0,2010
18308,878518.0,2011
18309,878518.0,2012
18310,878518.0,2013
18330,1330935.0,2010
18348,1445208.0,2013
18398,1664614.0,2012
18399,1664614.0,2013
18402,930445.0,2012
18427,1344470.0,2011
18428,1344470.0,2012
18429,1344470.0,2013
18433,1095744.0,2011
18434,1095744.0,2012
18435,1095744.0,2013
18436,1127248.0,2010
18437,1127248.0,2011
18438,1127248.0,2012
18439,1127248.0,2013
18450,1035683.0,2011
18452,1035683.0,2013
18477,1213233.0,2010
18478,1213233.0,2011
18479,1213233.0,2012
18524,1435771.0,2012
18525,1435771.0,2013
18555,1451561.0,2011
18556,1451561.0,2012
18557,1451561.0,2013
18559,1144800.0,2011
18560,1144800.0,2012
18561,1144800.0,2013
18566,1370431.0,2012
18567,1370431.0,2013
18599,1579998.0,2010
18600,1579998.0,2011
18601,1579998.0,2012
18602,1579998.0,2013
18614,1622843.0,2013
18620,1269920.0,2012
18621,1269920.0,2013
18642,1279495.0,2013
18649,1445922.0,2010
18651,1445922.0,2012
18652,1445922.0,2013
18673,1733470.0,2012
18674,1733470.0,2013
18697,1278114.0,2011
18705,1566855.0,2010
18707,1451160.0,2013
18709,1003972.0,2011
18710,1003972.0,2012
18718,1173658.0,2011
18719,1173658.0,2012
18720,1173658.0,2013
18725,1106215.0,2013
18730,1131383.0,2010
18731,1131383.0,2011
18732,1131383.0,2012
18733,1131383.0,2013
18735,1753368.0,2012
18736,1753368.0,2013
18738,1442658.0,2013
18744,1904856.0,2012
18745,1904856.0,2013
18754,1829948.0,2010
18755,1829948.0,2011
18756,1829948.0,2012
18757,1829948.0,2013
18760,1102707.0,2011
18763,1043289.0,2011
18764,1043289.0,2012
18765,1043289.0,2013
18767,1405196.0,2011
18768,1405196.0,2012
18769,1405196.0,2013
18770,1263814.0,2010
18771,1263814.0,2011
18772,1263814.0,2012
18773,1263814.0,2013
18785,1405524.0,2013
18787,1341621.0,2011
18788,1341621.0,2012
18789,1341621.0,2013
18791,1377085.0,2011
18792,1377085.0,2012
18793,1377085.0,2013
18797,1203464.0,2011
18798,1203464.0,2012
18799,1203464.0,2013
18803,1208463.0,2011
18804,1208463.0,2012
18805,1208463.0,2013
18807,1158041.0,2013
18810,1178819.0,2011
18811,1178819.0,2012
18812,1178819.0,2013
18820,1218267.0,2013
18822,1536530.0,2011
18823,1536530.0,2012
18824,1536530.0,2013
18826,1734452.0,2011
18828,1734452.0,2013
18830,1921034.0,2010
18831,1921034.0,2011
18833,1921034.0,2013
18840,1179968.0,2011
18843,1308850.0,2011
18844,1308850.0,2012
18845,1308850.0,2013
18846,1026530.0,2010
18847,1026530.0,2011
18848,1026530.0,2012
18849,1026530.0,2013
18861,1114613.0,2011
18862,1114613.0,2012
18865,1304277.0,2010
18867,1304277.0,2012
18875,1278653.0,2010
18876,1278653.0,2011
18877,1278653.0,2012
18878,1278653.0,2013
18883,1254864.0,2012
18884,1254864.0,2013
18887,1063259.0,2010
18888,1063259.0,2011
18893,1395857.0,2010
18894,1395857.0,2011
18895,1395857.0,2012
18896,1395857.0,2013
18898,1436375.0,2011
18899,1436375.0,2012
18903,1523788.0,2010
18906,1546066.0,2011
18907,1546066.0,2012
18908,1546066.0,2013
18909,1350282.0,2010
18910,1350282.0,2011
18911,1350282.0,2012
18912,1350282.0,2013
18932,1070930.0,2013
18941,1190713.0,2013
18953,1016891.0,2012
18954,1016891.0,2013
18955,1573867.0,2011
18962,1135951.0,2010
18963,1135951.0,2011
18964,1135951.0,2012
18965,1135951.0,2013
18979,1556884.0,2012
18980,1556884.0,2013
19007,1696554.0,2011
19008,1696554.0,2012
19009,1696554.0,2013
19012,1437178.0,2013
19020,1444331.0,2011
19024,1176338.0,2011
19025,1176338.0,2012
19026,1176338.0,2013
19035,1045919.0,2011
19036,1045919.0,2012
19040,1035467.0,2012
19045,1174169.0,2010
19046,1174169.0,2011
19047,1174169.0,2012
19048,1174169.0,2013
19058,1383826.0,2010
19059,1383826.0,2011
19060,1383826.0,2012
19061,1383826.0,2013
19074,1106056.0,2012
19075,1106056.0,2013
19116,1622438.0,2012
19117,1622438.0,2013
19122,1436740.0,2013
19128,1158967.0,2012
19129,1158967.0,2013
19131,1135023.0,2011
19134,1063612.0,2011
19135,1063612.0,2012
19136,1063612.0,2013
19150,1695519.0,2008
19151,1695519.0,2009
19152,1695519.0,2010
19154,1695519.0,2012
19155,1695519.0,2013
19157,1370416.0,2011
19158,1370416.0,2012
19159,1370416.0,2013
19165,1368869.0,2011
19166,1368869.0,2012
19167,1368869.0,2013
19171,1074794.0,2013
19173,926450.0,2011
19174,926450.0,2012
19175,926450.0,2013
19177,1178819.0,2010
19185,1120280.0,2013
19189,1403840.0,2009
19190,1403840.0,2010
19191,1403840.0,2011
19192,1403840.0,2012
19193,1403840.0,2013
19197,1502104.0,2013
19216,1578526.0,2012
19217,1578526.0,2013
19224,16875.0,2009
19225,16875.0,2010
19226,16875.0,2011
19227,16875.0,2012
19228,16875.0,2013
19230,1065952.0,2012
19231,1065952.0,2013
19233,1138400.0,2008
19234,1138400.0,2009
19235,1138400.0,2010
19239,1303942.0,2009
19242,1303942.0,2012
19244,1069183.0,2008
19245,1069183.0,2009
19246,1069183.0,2010
19247,1069183.0,2011
19248,1069183.0,2012
19249,1069183.0,2013
19257,1443669.0,2013
19258,1511357.0,2008
19259,1511357.0,2009
19260,1511357.0,2010
19261,1511357.0,2011
19262,1511357.0,2012
19263,1511357.0,2013
19278,1378789.0,2013
19280,1064922.0,2009
19281,1064922.0,2010
19282,1064922.0,2011
19283,1064922.0,2012
19284,1064922.0,2013
19285,1369817.0,2008
19286,1369817.0,2009
19287,1369817.0,2010
19288,1369817.0,2011
19291,1135017.0,2012
19292,1135017.0,2013
19294,1323885.0,2009
19295,1323885.0,2010
19297,1323885.0,2012
19298,1323885.0,2013
19302,1131345.0,2012
19303,1131345.0,2013
19304,1365135.0,2008
19305,1365135.0,2009
19306,1365135.0,2010
19307,1365135.0,2011
19308,1365135.0,2012
19309,1365135.0,2013
19311,1378140.0,2009
19312,1378140.0,2010
19313,1378140.0,2011
19314,1378140.0,2012
19315,1378140.0,2013
19318,1288784.0,2010
19319,1288784.0,2011
19320,1288784.0,2012
19321,1288784.0,2013
19323,1380366.0,2012
19324,1380366.0,2013
19325,1397821.0,2008
19326,1397821.0,2009
19327,1397821.0,2010
19331,50710.0,2008
19333,1413447.0,2011
19334,1413447.0,2012
19335,1413447.0,2013
19341,1330849.0,2009
19342,1330849.0,2010
19343,1330849.0,2011
19344,1330849.0,2012
19345,1330849.0,2013
19351,1004673.0,2010
19353,1175609.0,2008
19354,1175609.0,2009
19355,1175609.0,2010
19356,1175609.0,2011
19357,1175609.0,2012
19358,1175609.0,2013
19359,892537.0,2008
19360,892537.0,2009
19361,892537.0,2010
19362,892537.0,2011
19363,892537.0,2012
19364,892537.0,2013
19366,40729.0,2011
19367,40729.0,2012
19368,40729.0,2013
19371,1127799.0,2012
19375,1126975.0,2011
19376,1126975.0,2012
19377,1126975.0,2013
19378,1495925.0,2011
19379,1495925.0,2012
19380,1495925.0,2013
19384,1123452.0,2011
19385,1123452.0,2012
19386,1123452.0,2013
19390,1336983.0,2009
19391,1336983.0,2010
19392,1336983.0,2011
19393,1336983.0,2012
19394,1336983.0,2013
19395,1123871.0,2008
19396,1123871.0,2009
19398,1156295.0,2011
19405,1128928.0,2008
19406,1128928.0,2009
19407,1128928.0,2010
19408,1128928.0,2011
19409,1128928.0,2012
19410,1128928.0,2013
19411,1135152.0,2008
19412,1135152.0,2009
19413,1135152.0,2010
19414,1135152.0,2011
19415,1135152.0,2012
19416,1135152.0,2013
19419,1028734.0,2010
19420,1028734.0,2011
19421,1028734.0,2012
19422,1028734.0,2013
19424,109758.0,2009
19425,109758.0,2010
19426,109758.0,2011
19428,1467373.0,2008
19429,1467373.0,2009
19431,1467373.0,2011
19432,1467373.0,2012
19433,1467373.0,2013
19437,1403256.0,2009
19438,1403256.0,2010
19439,1403256.0,2011
19440,1403256.0,2012
19441,1403256.0,2013
19444,1040570.0,2010
19445,1040570.0,2011
19447,1359474.0,2010
19448,1359474.0,2011
19449,1359474.0,2012
19453,1280727.0,2012
19454,1280727.0,2013
19456,1170534.0,2012
19457,1170534.0,2013
19460,910020.0,2010
19461,910020.0,2011
19462,910020.0,2012
19463,910020.0,2013
19472,91142.0,2011
19473,91142.0,2012
19474,91142.0,2013
19476,788816.0,2010
19477,788816.0,2011
19484,1094058.0,2011
19487,1452575.0,2010
19488,1452575.0,2011
19489,1452575.0,2012
19490,1452575.0,2013
19494,7032.0,2011
19495,7032.0,2012
19497,1535929.0,2013
19502,1328792.0,2012
19503,1328792.0,2013
19506,1442145.0,2010
19507,1442145.0,2011
19508,1442145.0,2012
19509,1442145.0,2013
19511,1166568.0,2011
19524,1383312.0,2008
19525,1383312.0,2009
19526,1383312.0,2010
19527,1383312.0,2011
19528,1383312.0,2012
19529,1383312.0,2013
19531,1436775.0,2010
19537,1368582.0,2010
19546,1161154.0,2011
19547,1161154.0,2012
19548,1161154.0,2013
19550,860413.0,2011
19551,860413.0,2012
19552,860413.0,2013
19554,1282648.0,2012
19555,1282648.0,2013
19557,1142229.0,2011
19559,729057.0,2009
19560,729057.0,2010
19561,729057.0,2011
19562,729057.0,2012
19563,729057.0,2013
19567,277058.0,2011
19568,277058.0,2012
19569,277058.0,2013
19571,1137204.0,2012
19572,1137204.0,2013
19576,31986.0,2008
19577,31986.0,2009
19578,31986.0,2010
19586,1207179.0,2010
19587,1207179.0,2011
19588,1207179.0,2012
19589,1207179.0,2013
19596,1092662.0,2012
19597,1092662.0,2013
19599,829323.0,2010
19601,829323.0,2012
19602,829323.0,2013
19604,1511337.0,2013
19611,1264089.0,2010
19612,1264089.0,2011
19613,1264089.0,2012
19614,1264089.0,2013
19616,1401688.0,2011
19617,1401688.0,2012
19618,1401688.0,2013
19621,1533574.0,2013
19622,1057436.0,2008
19623,1057436.0,2009
19624,1057436.0,2010
19625,1057436.0,2011
19626,1057436.0,2012
19627,1057436.0,2013
19628,1533932.0,2012
19629,1533932.0,2013
19637,1140470.0,2010
19641,1564822.0,2010
19642,1564822.0,2011
19643,1564822.0,2012
19644,1564822.0,2013
19647,1334303.0,2008
19648,1334303.0,2009
19651,1166380.0,2011
19652,1166380.0,2012
19653,1166380.0,2013
19658,1373671.0,2009
19661,1262279.0,2011
19662,1262279.0,2012
19663,1262279.0,2013
19664,1174746.0,2008
19665,1174746.0,2009
19666,1174746.0,2010
19667,1174746.0,2011
19668,1174746.0,2012
19669,1174746.0,2013
19671,1093917.0,2011
19672,1093917.0,2012
19673,1093917.0,2013
19679,1468328.0,2010
19680,1468328.0,2011
19681,1468328.0,2012
19682,1468328.0,2013
19689,1477445.0,2013
19692,949858.0,2010
19693,949858.0,2011
19694,949858.0,2012
19695,949858.0,2013
19698,1143513.0,2008
19700,1143513.0,2010
19701,1143513.0,2011
19702,1143513.0,2012
19703,1143513.0,2013
19704,1313214.0,2010
19706,1372664.0,2008
19707,1372664.0,2009
19709,1372664.0,2011
19713,1142576.0,2012
19716,1113148.0,2010
19717,1113148.0,2011
19718,1113148.0,2012
19719,1113148.0,2013
19725,13239.0,2011
19726,13239.0,2012
19727,13239.0,2013
19728,1144354.0,2008
19731,1144354.0,2011
19732,1144354.0,2012
19733,1144354.0,2013
19735,1792580.0,2009
19737,1792580.0,2011
19738,1792580.0,2012
19739,1792580.0,2013
19742,1431824.0,2011
19743,1431824.0,2012
19745,1022345.0,2008
19746,1022345.0,2009
19751,1399250.0,2011
19752,1399250.0,2012
19753,1399250.0,2013
19757,1163653.0,2012
19758,1163653.0,2013
19761,1162112.0,2013
19767,1179755.0,2009
19768,1179755.0,2010
19769,1179755.0,2011
19770,1179755.0,2012
19771,1179755.0,2013
19776,1371781.0,2011
19777,1371781.0,2012
19778,1371781.0,2013
19781,1177470.0,2012
19782,1177470.0,2013
19784,1324503.0,2011
19789,1077183.0,2011
19790,1077183.0,2012
19791,1077183.0,2013
19792,1227930.0,2008
19793,1227930.0,2009
19794,1227930.0,2010
19795,1227930.0,2011
19796,1227930.0,2012
19797,1227930.0,2013
19801,773840.0,2008
19802,773840.0,2009
19803,773840.0,2010
19804,773840.0,2011
19805,773840.0,2012
19806,773840.0,2013
19808,817135.0,2009
19809,817135.0,2010
19810,817135.0,2011
19811,817135.0,2012
19812,817135.0,2013
19820,1099305.0,2011
19821,1099305.0,2012
19823,1121850.0,2010
19824,1121850.0,2011
19827,922521.0,2011
19828,922521.0,2012
19829,922521.0,2013
19831,909494.0,2009
19832,909494.0,2010
19833,909494.0,2011
19834,909494.0,2012
19835,909494.0,2013
19837,1157377.0,2009
19838,1157377.0,2010
19839,1157377.0,2011
19840,1157377.0,2012
19841,1157377.0,2013
19843,1326380.0,2009
19844,1326380.0,2010
19845,1326380.0,2011
19846,1326380.0,2012
19847,1326380.0,2013
19850,1040130.0,2010
19851,1040130.0,2011
19852,1040130.0,2012
19853,1040130.0,2013
19855,1159152.0,2011
19856,1159152.0,2012
19857,1159152.0,2013
19859,1681459.0,2011
19860,1681459.0,2012
19861,1681459.0,2013
19863,1170154.0,2011
19864,1170154.0,2012
19867,1145460.0,2008
19869,1145460.0,2010
19870,1145460.0,2011
19871,1145460.0,2012
19872,1145460.0,2013
19874,1163348.0,2009
19875,1163348.0,2010
19876,1163348.0,2011
19877,1163348.0,2012
19878,1163348.0,2013
19879,1624367.0,2011
19881,1624367.0,2013
19884,1054303.0,2010
19885,1054303.0,2011
19898,1267482.0,2012
19899,1267482.0,2013
19904,1271142.0,2010
19905,1271142.0,2011
19906,1271142.0,2012
19907,1271142.0,2013
19911,1165880.0,2011
19912,1165880.0,2012
19913,1165880.0,2013
19914,1144215.0,2008
19915,1144215.0,2009
19916,1144215.0,2010
19917,1144215.0,2011
19918,1144215.0,2012
19919,1144215.0,2013
19922,1076682.0,2010
19923,1076682.0,2011
19924,1076682.0,2012
19925,1076682.0,2013
19928,1323531.0,2008
19929,1323531.0,2009
19930,1323531.0,2010
19931,1323531.0,2011
19932,1323531.0,2012
19939,1169988.0,2013
19940,1159427.0,2010
19941,1159427.0,2011
19947,1283950.0,2010
19948,1283950.0,2011
19949,1283950.0,2012
19950,1283950.0,2013
19951,1295557.0,2008
19956,4127.0,2009
19957,4127.0,2010
19958,4127.0,2011
19959,4127.0,2012
19960,4127.0,2013
19964,20388.0,2010
19965,20388.0,2011
19966,20388.0,2012
19967,20388.0,2013
19969,949428.0,2011
19970,949428.0,2012
19971,949428.0,2013
19973,1144326.0,2011
19974,1144326.0,2012
19975,1144326.0,2013
19976,1081078.0,2012
19977,1081078.0,2013
19981,1140057.0,2009
19983,1140057.0,2011
19984,1140057.0,2012
19985,1140057.0,2013
19988,1437147.0,2012
19994,1286613.0,2009
19995,1286613.0,2010
19996,1286613.0,2011
19997,1286613.0,2012
19998,1286613.0,2013
20005,1415020.0,2010
20006,1415020.0,2011
20007,1415020.0,2012
20008,1415020.0,2013
20012,1161154.0,2010
20023,1114700.0,2012
20027,1277856.0,2008
20031,1277856.0,2012
20032,1277856.0,2013
20034,732834.0,2009
20035,732834.0,2010
20036,732834.0,2011
20037,732834.0,2012
20038,732834.0,2013
20041,1446437.0,2013
20042,1185348.0,2008
20043,1185348.0,2009
20044,1185348.0,2010
20045,1185348.0,2011
20046,1185348.0,2012
20047,1185348.0,2013
20048,1417821.0,2010
20051,741520.0,2009
20052,741520.0,2010
20053,741520.0,2011
20055,1169687.0,2011
20056,1169687.0,2012
20057,1368265.0,2008
20058,1368265.0,2009
20059,1368265.0,2010
20060,1368265.0,2011
20061,1368265.0,2012
20062,1368265.0,2013
20063,1124941.0,2008
20064,1124941.0,2009
20065,1124941.0,2010
20066,1124941.0,2011
20067,1124941.0,2012
20068,1124941.0,2013
20073,1290903.0,2012
20074,1290903.0,2013
20078,1308547.0,2008
20079,1308547.0,2009
20081,1308547.0,2011
20082,1308547.0,2012
20083,1308547.0,2013
20085,1108827.0,2011
20086,1108827.0,2012
20087,1108827.0,2013
20091,1140184.0,2011
20093,1140184.0,2013
20097,1584549.0,2013
20098,1166718.0,2008
20103,1173204.0,2011
20104,1173204.0,2012
20105,1173204.0,2013
20111,1403385.0,2011
20112,1403385.0,2012
20113,1403385.0,2013
20114,1011432.0,2011
20121,1366868.0,2011
20122,1366868.0,2012
20123,1366868.0,2013
20128,1274792.0,2013
20130,1368622.0,2009
20131,1368622.0,2010
20132,1368622.0,2011
20133,1368622.0,2012
20134,1368622.0,2013
20135,1168054.0,2008
20137,1168054.0,2010
20138,1168054.0,2011
20139,1168054.0,2012
20140,1168054.0,2013
20142,1168195.0,2009
20143,1168195.0,2010
20144,1168195.0,2011
20145,1168195.0,2012
20148,1166388.0,2011
20155,1366246.0,2009
20156,1366246.0,2010
20157,1366246.0,2011
20158,1366246.0,2012
20159,1366246.0,2013
20168,1132484.0,2010
20171,1283621.0,2011
20172,1283621.0,2012
20173,1283621.0,2013
20174,1292556.0,2008
20175,1292556.0,2009
20176,1292556.0,2010
20177,1292556.0,2011
20178,1292556.0,2012
20179,1292556.0,2013
20181,1488139.0,2011
20182,1488139.0,2012
20183,1488139.0,2013
20184,1227025.0,2011
20185,1227025.0,2012
20186,1227025.0,2013
20190,1069394.0,2013
20191,1285170.0,2011
20192,1285170.0,2012
20193,1285170.0,2013
20194,1159154.0,2008
20195,1159154.0,2009
20196,1159154.0,2010
20197,1159154.0,2011
20198,1159154.0,2012
20199,1159154.0,2013
20204,1182129.0,2010
20205,1182129.0,2011
20206,1182129.0,2012
20207,1182129.0,2013
20210,1434838.0,2010
20212,1453814.0,2010
20213,1453814.0,2011
20214,1453814.0,2012
20215,1453814.0,2013
20222,1457188.0,2013
20224,1173293.0,2011
20225,1173293.0,2012
20226,1173293.0,2013
20228,1325879.0,2011
20229,1325879.0,2012
20233,1356570.0,2012
20234,1356570.0,2013
20235,1162315.0,2008
20237,1162315.0,2010
20238,1162315.0,2011
20239,1162315.0,2012
20240,1162315.0,2013
20242,1725526.0,2009
20243,1725526.0,2010
20244,1725526.0,2011
20245,1725526.0,2012
20246,1725526.0,2013
20248,1162556.0,2011
20249,1162556.0,2012
20250,1162556.0,2013
20257,1383728.0,2010
20258,1383728.0,2011
20259,1383728.0,2012
20264,1156375.0,2009
20265,1156375.0,2010
20266,1156375.0,2011
20267,1156375.0,2012
20268,1156375.0,2013
20270,1366649.0,2011
20271,1366649.0,2012
20272,1533945.0,2012
20273,1533945.0,2013
20276,1096857.0,2011
20282,1166291.0,2008
20287,1286798.0,2012
20294,1173514.0,2013
20296,1171032.0,2010
20297,1171032.0,2011
20299,1167178.0,2010
20300,1167178.0,2011
20303,1169445.0,2009
20304,1169445.0,2010
20305,1169445.0,2011
20306,1169445.0,2012
20307,1169445.0,2013
20308,1304421.0,2008
20309,1304421.0,2009
20310,1304421.0,2010
20311,1304421.0,2011
20312,1304421.0,2012
20313,1304421.0,2013
20316,1174266.0,2013
20318,1448818.0,2011
20323,1284014.0,2008
20324,1284014.0,2009
20326,767884.0,2013
20328,1172949.0,2011
20329,1172949.0,2012
20330,1172949.0,2013
20332,1166036.0,2009
20333,1166036.0,2010
20334,1166036.0,2011
20335,1166036.0,2012
20336,1166036.0,2013
20338,1086745.0,2011
20339,1086745.0,2012
20340,1086745.0,2013
20342,1364962.0,2012
20343,1364962.0,2013
20350,1449576.0,2012
20351,1449576.0,2013
20353,1164863.0,2009
20354,1164863.0,2010
20355,1164863.0,2011
20356,1164863.0,2012
20357,1164863.0,2013
20359,1113687.0,2012
20362,1372642.0,2009
20363,1372642.0,2010
20364,1372642.0,2011
20365,1372642.0,2012
20366,1372642.0,2013
20369,57725.0,2011
20370,57725.0,2012
20371,57725.0,2013
20373,1502749.0,2013
20375,1156388.0,2009
20376,1156388.0,2010
20377,1156388.0,2011
20378,1156388.0,2012
20379,1156388.0,2013
20381,1360474.0,2011
20382,1360474.0,2012
20385,1289848.0,2008
20386,1289848.0,2009
20387,1289848.0,2010
20389,1289848.0,2012
20390,1289848.0,2013
20399,1165002.0,2009
20400,1165002.0,2010
20401,1165002.0,2011
20402,1165002.0,2012
20403,1165002.0,2013
20414,1454140.0,2011
20415,1454140.0,2012
20416,1454140.0,2013
20422,1166928.0,2011
20430,1159513.0,2013
20442,1358110.0,2011
20446,1389831.0,2010
20447,1389831.0,2011
20448,1389831.0,2012
20449,1389831.0,2013
20456,1126216.0,2011
20457,1126216.0,2012
20459,1391127.0,2008
20460,1391127.0,2009
20461,1391127.0,2010
20462,1391127.0,2011
20463,1391127.0,2012
20464,1391127.0,2013
20466,891456.0,2008
20468,891456.0,2010
20469,891456.0,2011
20470,891456.0,2012
20472,1354217.0,2008
20473,1354217.0,2009
20474,1354217.0,2010
20475,1354217.0,2011
20476,1354217.0,2012
20477,1354217.0,2013
20482,1138639.0,2008
20483,1138639.0,2009
20484,1138639.0,2010
20485,1138639.0,2011
20486,1138639.0,2012
20487,1138639.0,2013
20493,1360555.0,2009
20495,1313024.0,2008
20496,1313024.0,2009
20497,1313024.0,2010
20498,1313024.0,2011
20499,1313024.0,2012
20508,1176334.0,2010
20509,1176334.0,2011
20510,1176334.0,2012
20511,1176334.0,2013
20514,1175483.0,2010
20515,1175483.0,2011
20516,1175483.0,2012
20517,1175483.0,2013
20519,1158895.0,2009
20521,1158895.0,2011
20522,1158895.0,2012
20523,1158895.0,2013
20531,1329394.0,2012
20532,1329394.0,2013
20539,1169770.0,2013
20540,1262039.0,2010
20541,1262039.0,2011
20542,1262039.0,2012
20543,1262039.0,2013
20547,1291361.0,2012
20548,1291361.0,2013
20551,1010286.0,2008
20553,1010286.0,2010
20557,1172136.0,2011
20558,1172136.0,2012
20559,1172136.0,2013
20561,1178670.0,2008
20562,1178670.0,2009
20563,1178670.0,2010
20564,1178670.0,2011
20565,1178670.0,2012
20566,1178670.0,2013
20569,1178104.0,2012
20570,1178104.0,2013
20572,1528396.0,2013
20574,1131324.0,2009
20575,1131324.0,2010
20576,1131324.0,2011
20577,1131324.0,2012
20578,1131324.0,2013
20579,1365216.0,2008
20580,1365216.0,2009
20581,1365216.0,2010
20582,1365216.0,2011
20583,1365216.0,2012
20584,1365216.0,2013
20586,1182325.0,2012
20587,1182325.0,2013
